Time	P1_pad	P3b_pad	P3a_pad	P1_cup	P2_cup	P3_cup	P1_green	P2_green	P3_green	P1_pink	P2_pink	P3_pink	P1_ripe	P2_ripe	P3_ripe	null1	null2	null3
K14484	19.47	18.81	19.59	13.06	12.15	13.19	10.92	2.33	11.19	24.94	7.39	14.88	6.27	4.31	6.31	0	0	0
K14485	43.5	36.01	44.45	18.17	14.97	0	22.95	16.9	9.79	33.3	7.77	8.6	0	6.95	7.86	0	0	0
K14486	32.88	31.42	38.65	83.27	94.24	92.13	91.29	19.02	18.56	67.65	4	74.87	44.88	65.72	73.18	0	0	0
K14487	17.39	17.11	16.24	18.99	16.41	20.25	8.29	49.42	56.66	12.31	26.31	10.16	15.38	7.73	5.96	0	0	0
K14488	19.2	4.27	5.21	126.29	14.88	88.03	16.8	34.92	18.07	390.77	96.93	4.22	6.21	14.67	13	0	0	0
K14489	21.27	24.44	20.42	18.48	28.67	36.31	25.84	20.06	24.68	17.03	16.8	40.93	19.44	17.06	17.93	0	0	0
K14490	54.69	63.54	49.04	23.81	35.44	41.04	21.49	19.01	10.49	4.36	30.99	7.29	64.42	11.98	33.67	0	0	0
K14491	17.41	14.96	16.18	26.2	7.27	6.21	21.93	19.03	45.15	24.42	23.61	25.39	88.35	65.41	24.74	0	0	0
K14492	33.12	5.56	21.28	31.6	9.14	24.35	24.93	8.91	4.64	3.68	3.92	4.47	5.49	42.75	26.18	0	0	0
K14493	35.33	20.93	89.45	36.64	35.53	6.43	26.99	7.63	31.05	31.45	32.69	24.84	37.26	22.59	26.94	0	0	0
K14494	123.07	54.97	37.31	30.21	29.59	75.15	50.24	16.79	25.25	68.67	64.84	74	45.2	66.09	63.75	0	0	0
K14495	93.35	100	84.87	20.68	91.53	19.42	79.93	8.77	74.7	18.89	3.19	23.93	32.6	0	31.96	0	0	0
K14496	69.46	62.28	51.58	113.33	85.79	81.24	69.76	34.93	14.4	77.09	99.5	92.16	59.36	77.29	149.34	0	0	0
K14497	24.62	33.25	41.69	46.56	40.68	40.9	37.45	1.95	31.63	335.29	265.94	446.32	123.69	175.28	155.98	0	0	0
K14498	26.13	20.91	22.03	76.84	92.92	50.73	37.22	76.92	74.76	43.31	43.28	31.69	99.97	86.2	36.83	0	0	0
K14499	14.2	11	10.32	10.07	12.36	13.76	13.95	10.29	27.68	13.56	4.07	4.44	0	5.65	4.83	0	0	0
K14500	89	25.49	33.02	35.03	125.42	25.51	52.37	39.82	46.37	33.64	44.73	33.11	33.74	21.06	17.12	0	0	0
K14502	0	104.01	85.49	101.1	94.02	103.15	71.53	120.54	130.35	122.96	72.91	131.11	168.28	107.86	117.67	0	0	0
K14503	36.78	31.52	32.91	28.21	66.26	33.85	27.25	22.84	30.15	62.98	24.49	25.03	100.5	34.17	199.9	0	0	0
K14504	0	0	0	21.78	49.38	40.27	37.63	0	9.97	203.84	0	290.58	46.55	0	159.54	0	0	0
K14505	17.83	116.9	118.26	84.7	115.2	114.86	7.11	34.55	4.74	0	4.8	3.65	0	4.64	2.77	0	0	0
K14506	40.9	19.69	0	19.82	19.39	17.15	28.99	18.31	22.45	9.72	10.14	9.9	10.05	8.37	8.73	0	0	0
K14508	15.2	16.26	35.12	16.05	12.05	21.24	17.61	16.96	16.46	12.08	30.37	9.24	0	8.83	8.44	0	0	0
K14509	16.81	25.86	24.71	8.86	45.17	44.37	62.67	14.82	19.7	74.91	54.98	96.36	24.56	38.18	31.39	0	0	0
K14510	15.8	16.59	17.69	14.26	16.73	14.64	14.77	11.08	12.57	12.07	12.7	16.78	15.32	13.1	9.05	0	0	0
K14512	29.96	0	48.69	0	32.18	0	27.41	0	0	0	0	0	0	29.2	0	0	0	0
K14513	38.39	41.01	39.59	30.54	33.96	31.72	35.38	25.93	43.74	16.82	18.39	18.64	26.55	17.92	20.47	0	0	0
K14514	162.09	8.1	8	120.9	7.63	129.6	6.44	104.75	126.97	20.03	99.96	11.28	73.64	95.06	93.51	0	0	0
K14515	39.04	47.81	36.68	48.45	17.48	63.42	62.74	34.36	75.75	19.87	24.44	72.98	99.97	54.76	20.11	0	0	0
K14516	0	4.37	4.69	3.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14521	12.97	17.07	23.57	11.55	12.23	14.05	14.57	13.39	0	15.61	15.16	0	0	0	25.5	0	0	0
K14525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14536	6.68	6.23	7.03	5.47	6.15	7.36	8.3	5.04	5.49	8.24	7.92	7.67	9.36	6.76	7.27	0	0	0
K14537	51.57	58.92	58.37	0	36.45	0	36.22	0	40.2	45.11	43.45	40.75	29.09	38.66	42.2	0	0	0
K14538	52.28	0	56.64	31.37	33.1	33.89	38.9	34.33	37.02	59.75	53.99	48.02	33.41	43.35	51.25	0	0	0
K14539	0	26.31	27.93	22.09	23.49	0	24.15	19.95	21.21	27.09	67.39	24.89	26.23	28.93	28.88	0	0	0
K14544	0	0	0	0	0	11.04	0	11.26	0	0	10.34	0	9.52	10.2	11	0	0	0
K14545	41.45	29.54	26.17	21.21	20.18	0	19.9	14.31	17.69	38.62	27.16	18.85	30.52	0	0	0	0	0
K14546	12.44	24.53	39.24	13.46	13.76	13.77	17.1	18.08	15.58	10.22	34.28	7.33	17.35	9.3	8.95	0	0	0
K14548	0	182.31	0	0	0	16.52	23.66	0	0	0	0	12.81	93.85	92.95	0	0	0	0
K14549	14.79	14.01	13.94	12.37	9.98	9.03	9.53	7.93	8.73	14.51	13.59	11.13	8.73	10.88	11.1	0	0	0
K14550	12.29	13.54	13.5	8.67	10.26	10.46	13.73	8.99	43.31	8.72	8.97	8.5	11.71	7.45	9.68	0	0	0
K14552	0	15.89	16.32	14.18	11.68	10.93	11.56	8.63	10.7	12.68	10.94	9.25	13.12	10.24	21.65	0	0	0
K14553	0	0	30.37	22.29	24.04	23.1	23.11	20.11	22.11	26.21	39.63	26.79	20.12	23.19	24.98	0	0	0
K14554	19.45	20.54	20.9	9.74	11.02	11.88	13.87	11.59	13	12.94	13.31	10.79	9.68	10.18	12.1	0	0	0
K14555	38.42	15.51	24.8	31.79	30.07	0	22.67	0	0	22.74	0	0	34.48	38.6	12.18	0	0	0
K14556	18.06	0	12.02	7.71	9.43	9.27	22.24	17.39	9.62	0	21.75	19.91	11.4	10.87	12.14	0	0	0
K14557	16.99	17.29	17.1	11.6	12.46	12.59	12.36	12.05	0	13.95	14.17	14.35	0	12.46	12.76	0	0	0
K14558	11.46	13.06	12.91	12.96	7.89	7.68	15.62	9.22	15.87	11.58	10.42	10.36	10.84	9.26	14.72	0	0	0
K14559	40.57	41.06	53.33	19.28	33.85	29.82	35.96	56.59	32.15	48.58	59.72	44.39	50.74	46.1	45.7	0	0	0
K14560	46.74	43.83	48.38	38.41	45.86	41.19	43.78	40.43	40.27	43.87	36.91	34.73	53.2	42.25	42.99	0	0	0
K14561	21.63	21.32	19.28	95.36	16.83	19.18	0	12.07	16.19	20.01	15.59	14.89	16.75	17.01	17.59	0	0	0
K14563	117.03	169.45	132.19	0	65.76	75.17	86.3	60.35	121.43	82.16	71.87	56.08	43.1	63.78	72.03	0	0	0
K14564	0	0	120.15	0	0	0	0	0	0	74.95	79.65	0	33.59	0	90.53	0	0	0
K14565	62.15	0	0	26.35	47.75	48.51	55.34	41.85	0	0	127.58	0	0	55.58	40.75	0	0	0
K14566	0	0	0	127.91	113.99	0	94.43	207.58	0	0	0	84.46	0	0	0	0	0	0
K14567	95.51	64.82	42.14	0	29.71	58.89	30.78	61.47	29.49	52.79	75.78	32.3	27.58	53.19	62.24	0	0	0
K14568	32.54	34.11	30.67	25.55	28.53	26.32	24.04	22.16	24.25	24.08	22.56	22.74	23.53	24.01	22.5	0	0	0
K14569	23.15	24.73	25.55	16.83	18.63	17.73	19.01	15.78	18.52	19.15	17.72	18.57	18.75	16.07	19.03	0	0	0
K14570	20.03	18.04	19.38	12.97	14.34	13.8	14.89	13.03	16.14	14.13	14.33	13.27	10.93	13.62	12.6	0	0	0
K14571	0	0	21.11	14.51	16.72	16.29	15.85	15.02	13.5	19.15	18.33	0	17.6	17.1	17.76	0	0	0
K14572	6.44	3.52	3.28	4.49	7.95	4.79	6.44	4.41	5.85	6.38	5.62	6.11	7.12	4.93	5.56	0	0	0
K14573	17.01	18.49	18.19	8.01	9.8	9.32	10.67	10.66	11.66	13.31	0	0	28.25	11.73	30.12	0	0	0
K14574	39.68	39.21	40.73	38.52	35.24	33.64	32.2	67.9	31.81	31.79	28.78	35.82	23.97	32.67	31.22	0	0	0
K14611	0	85.08	0	145.09	61.64	160.67	68.93	18.42	75.17	35.38	40.31	12.6	32.54	22.03	36.39	0	0	0
K14617	49.58	42.86	43.72	64.9	69.81	66.71	64.89	70.08	47.5	52.18	55.43	50.9	70.66	54.87	54.28	0	0	0
K14635	5.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14638	0	107.35	10.63	5.29	3.29	4.31	5.87	2.15	50.93	34.23	3.45	2.81	40.4	5.14	5.12	0	0	0
K14640	38.07	33.05	32.55	24.95	20.47	0	22.61	9.28	14.67	4.03	4.86	3.48	6.74	3.77	4.58	0	0	0
K14641	40.94	56.27	38	0	84.96	54.88	38.69	0	0	82.24	74.68	69.05	84.4	91.31	71.77	0	0	0
K14648	30.64	28.88	61.81	31.92	37.89	35.5	37.39	28.94	28.34	27.18	26.38	27.45	0	27.13	27	0	0	0
K14649	8.71	14.51	11.62	9.51	5.75	9.67	8.98	4.66	5.42	6.01	9.49	4.02	5.94	8.96	5.58	0	0	0
K14652	43.2	18.97	20.88	14.06	40.58	38.03	35.7	29.25	7.38	89.93	99.62	100.71	51.32	71.61	89.91	0	0	0
K14662	0	16.71	0	0	17.69	23.08	16.89	12.71	0	7.14	8.01	7.35	0	9.29	7.18	0	0	0
K14664	52.31	83.09	81.94	61.25	55.79	64.15	155.42	55.72	140.7	43.9	71	28.93	46.67	30.35	41.79	0	0	0
K14674	18.15	10.94	10.64	12.49	11.41	11.41	13.93	13.98	0	13	13.78	13.62	14.75	11.97	8.46	0	0	0
K14677	63.12	19.02	19.72	72.23	76.51	76.95	27.41	60.04	18.49	80.21	80.4	77.5	83.59	82.58	26.65	0	0	0
K14682	0	99.56	0	51.04	213.43	0	15.98	10.46	171.35	63.57	97.4	71.09	447.4	0	0	0	0	0
K14684	61.47	35.19	60.69	29.55	27.49	27.81	10.95	60.18	18.55	21.13	20.1	19.75	121.49	24.66	22.14	0	0	0
K14685	11.77	11	10.81	9.3	10.39	9.73	9.03	5.17	6.07	9.14	9.45	8.71	5.87	9.68	8.48	0	0	0
K14686	0	0	17.98	0	0	0	0	0	13.21	0	0	0	0	0	0	0	0	0
K14689	3.64	95.39	94.71	3.31	5.87	5.64	63.99	2.44	3.84	1.82	3.7	4.35	11.33	49.4	2.84	0	0	0
K14692	8.09	8.03	14.26	7.33	8.28	7.61	8.2	6.74	6.31	15.1	5.47	7.28	5.21	6.74	11.54	0	0	0
K14696	22	19.98	19.62	15.89	52.95	34.34	20.43	0	0	13.64	14.32	12.47	7.96	13.35	12.77	0	0	0
K14709	37.98	48.5	41.82	6.17	68.91	4.87	8.49	39.54	40.65	51.2	3.17	59.64	82	58.2	2.01	0	0	0
K14713	27.64	27.01	36.77	0	34.88	37.39	32.41	35.83	28.02	26.88	25.84	21.25	21.32	29.46	26.04	0	0	0
K14721	0	33.09	0	0	0	0	0	11.29	11.68	11.1	11.02	11.24	16.07	18.7	11.18	0	0	0
K14724	21.94	21.99	0	7.96	10.83	8.57	21.79	8.71	19.83	11.17	10.69	29.54	29.04	12.63	10.15	0	0	0
K14753	451.42	642.59	332.19	240.23	492.62	454.87	338.78	316.47	211.67	260.13	298.16	368.72	346.35	213.26	246.41	0	0	0
K14754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14759	0	0	47.52	0	0	0	34.03	6.52	0	1.99	3.48	3.44	3.9	4.33	2.82	0	0	0
K14760	0	0	0	0	0	31.86	0	5.06	0	3.78	4.77	4.78	2.7	3.18	3.37	0	0	0
K14763	9.56	11.07	11.46	4.97	5.98	5.89	7.55	6.85	6.75	9.38	7.56	6.46	7.63	6.55	7.75	0	0	0
K14765	22.81	27.53	25.99	15.51	18.29	17.15	18.16	18.16	17.16	21.51	20.78	16.38	18.76	18.54	21.89	0	0	0
K14766	14.27	14.27	13.87	0	9.97	0	10.99	8.66	9.79	14.14	35.68	9.7	11.19	39.38	12.4	0	0	0
K14767	21.54	22.8	23.92	22.37	15.06	16.15	18.05	14.54	16.29	22.85	29.76	16.05	29.28	26.23	18.85	0	0	0
K14768	47.73	0	66.9	27.55	28.76	45.41	31.69	33.51	37.42	36.18	25.87	27.09	46.56	0	31.85	0	0	0
K14769	83.42	92.41	101.18	71.69	23.59	21.4	0	25.66	19.4	83.29	0	38.5	85.32	0	0	0	0	0
K14771	24.64	25.14	26.71	0	15.97	18.92	17.98	14.51	16.55	16.52	14.76	17.31	14.03	14.99	16.16	0	0	0
K14772	0	0	13.32	7.65	9.55	9.59	0	27.63	9.63	0	0	9.33	10.43	8.95	0	0	0	0
K14773	23.3	24.55	25.32	17.54	20.5	18.29	20.51	14.93	17.4	16.82	33.18	12.85	15.7	14.79	14.37	0	0	0
K14774	56.38	0	30.02	0	0	0	20.79	0	0	0	0	41.38	64.92	0	0	0	0	0
K14775	57.81	34.69	38.86	14.85	15.96	17.69	17.94	13.18	28	34.02	36.97	286.74	15.37	24.62	31.5	0	0	0
K14776	0	17.71	0	11.13	18.72	14.28	30.33	0	0	11.7	11.38	0	8.62	0	0	0	0	0
K14777	106.38	0	0	19.67	21.35	0	18.68	84.96	0	127.11	0	19.96	15.75	64.04	84.5	0	0	0
K14778	23.84	66.63	0	20.13	15.91	22.39	0	0	19.02	16.89	15.53	15.74	25.33	22.23	15.1	0	0	0
K14779	0	9.94	0	0	8.79	8.47	0	6.45	0	7.93	0	0	9.29	7.44	7.8	0	0	0
K14780	12.35	13.4	13.6	8.55	9.26	8.22	10.35	22.86	8.51	7.98	8.46	8.05	6.88	7.7	8.09	0	0	0
K14782	111.72	37.37	114.71	31.58	0	36.18	31.58	29.61	0	0	24.41	21.89	17.17	24.59	22.97	0	0	0
K14785	10.38	10.55	9.74	10.95	10.31	10.33	11.87	6.12	7.23	9.51	8.02	0	15.12	0	9.62	0	0	0
K14786	21.51	23.62	45.16	19.49	38.34	0	21.19	17.01	19.2	0	18.58	20.05	39.63	33.06	19.46	0	0	0
K14787	14.74	13.77	13.16	9.73	11.45	11.05	12.39	13.16	12.28	13.16	12.85	12.7	10.74	0	11.5	0	0	0
K14788	20.49	0	22.85	13.49	15.04	14.78	14.85	11.16	12.73	12.7	11.89	10.82	14.61	10.29	13.02	0	0	0
K14790	20.54	21.25	22.17	15.22	16.12	15.73	17.94	14.15	16.91	12.69	12.75	12.72	9.54	11.48	12.96	0	0	0
K14791	29.42	36.68	123.31	25.35	28.45	24.72	29.35	24.3	27.18	28.61	25.78	26.4	23.25	26.83	27.14	0	0	0
K14792	10.88	12.18	15.57	8.3	7.6	8.84	12.3	6.84	8.97	8.64	8.44	6.22	9.46	6.87	8.43	0	0	0
K14793	13.16	13.54	13.85	9	7.65	35.97	9.88	6.95	8.24	14.14	68.53	10.62	11.06	11.24	11.77	0	0	0
K14794	122.05	45.62	44.14	37.03	34	58.06	6.14	23.17	58.14	62.1	28.35	5	28.64	45.09	28.43	0	0	0
K14795	28.9	0	27.07	26.5	0	22.73	24.4	71.57	25.06	21.93	23.81	26.91	25.53	24.9	22.99	0	0	0
K14797	65.79	54.65	61.79	44.45	49.73	65.74	49.46	37.76	47.88	43.11	38.95	32.28	38.7	34.95	0	0	0	0
K14798	34.54	36.56	35.68	22.23	24.85	24.13	31.77	27.52	25.75	46.24	43.41	42.09	30.36	39.41	36.94	0	0	0
K14799	29.83	30.54	32.04	0	23.33	21.84	24.72	0	0	25.95	25.92	23.32	21.92	22.48	25.17	0	0	0
K14800	73.59	95.43	63.4	76.5	72.72	66.34	0	0	80.58	72.43	67.81	109.38	59.69	71.8	62.37	0	0	0
K14801	8.87	9.23	10.32	7.27	6.7	5.97	7.03	10.28	5.81	6.03	5.63	5.07	5.45	11.32	5.21	0	0	0
K14802	14.04	59.06	14.76	13.71	73.96	28.1	16.97	16	13.92	17.49	18.9	19	12.6	17.18	17.05	0	0	0
K14803	15.06	19.9	14	16.8	14.62	10.68	13.59	17.73	15	23.81	8.16	8.19	22.07	7.62	7	0	0	0
K14805	20.7	19.3	30.59	0	15.02	18.82	17.62	13.41	21.68	16.96	35.53	27.64	16.08	15.91	18.26	0	0	0
K14806	10.66	10.72	10.67	8.48	8.63	8.92	9.04	18.79	9.11	8.88	9.16	8.49	5.83	7.78	8.97	0	0	0
K14807	7.88	8.93	9.38	8.42	0	7.99	6.98	7	7.2	7.21	7.4	5.66	7.43	6.65	7.7	0	0	0
K14808	21.27	38.64	24.4	13.38	31.86	0	16.96	12.34	15.74	0	23.48	22.1	20.55	24.12	27.69	0	0	0
K14809	9.98	9.33	10.34	7.56	7.85	7.66	6.79	7.85	6.97	8.15	7.83	8.09	8.56	7.81	7.96	0	0	0
K14810	16.99	103.88	0	8.8	8.89	72.44	13.25	9.95	10.5	16.56	16.23	12.9	0	9.5	13.87	0	0	0
K14811	0	27.77	0	0	0	16.11	78.36	13.64	15.04	30.81	30.28	23.25	16.9	104.93	25.94	0	0	0
K14812	0	0	6.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14815	56.22	58.09	61.66	0	37.62	37.79	42.18	36.94	40.46	57.54	49.29	42.76	34.42	44.93	48.88	0	0	0
K14816	26.96	31.07	21.8	21.61	27.1	15.28	29.17	84.63	15.92	26.75	39.08	32.64	33.1	32.82	0	0	0	0
K14819	39.77	39.23	33.35	38.59	42.9	38.62	45.76	41.6	52.59	59.8	58.6	60.43	41.47	59.53	51.47	0	0	0
K14820	0	0	38.4	20.51	76.4	31.74	32.95	67.7	0	30.7	21.57	0	0	0	26.87	0	0	0
K14821	45.66	48.15	56.45	40.53	41.29	44.01	39.12	42.22	33.17	54.69	46.45	46.69	53.47	49.84	49.43	0	0	0
K14822	0	40.67	0	25.78	30.04	28.04	36.25	25.63	27.45	41.23	57.57	57.77	66.66	0	56.43	0	0	0
K14823	89.39	51.9	67.18	21.11	67.87	26.22	33.01	22.82	27.06	39.12	35	29.69	37.12	39.66	34.66	0	0	0
K14824	44.02	0	64.35	46.03	37.04	33.73	40.84	29.11	54.5	60.73	41.25	63.26	71.34	53.15	83.61	0	0	0
K14826	21.32	24.42	26	14.64	15.11	45.93	20.58	13.2	15.32	24.67	19.93	20.76	22.54	58.97	19.02	0	0	0
K14827	5.93	5.27	6.11	4.65	5.18	5.35	4.53	3.91	5.08	5.46	6.02	5.97	6.41	5.97	6.34	0	0	0
K14829	0	15.43	0	8.69	9.17	8.39	7.95	7.2	14.88	12.09	8.74	10.17	7.82	10.24	9.96	0	0	0
K14830	22.41	24.86	19.59	13.62	14	13.34	17.8	13.96	15.35	31.84	22.18	23.33	16.78	21.31	25.86	0	0	0
K14831	25.32	40.01	24.23	23.98	18.55	25.97	23.6	20.98	22.75	0	16.9	16.54	23.07	21.73	17.4	0	0	0
K14832	0	0	27.17	17.03	15.8	16.67	19.98	17.6	18.58	22.02	21.28	0	14.3	18.59	20.36	0	0	0
K14833	22.54	24	16.89	12.77	12.83	12.82	14.18	11.48	15.84	8.38	8.42	6.59	0	7.21	7.77	0	0	0
K14834	16.6	17.7	19.61	11.23	12.66	11.31	0	0	10.89	12.95	11.96	9.68	8.32	10.94	0	0	0	0
K14835	0	0	0	61.77	0	73.56	0	0	0	61.49	57.93	0	36.73	68.21	0	0	0	0
K14837	29.11	29.38	28.55	14.56	15.88	18.49	18.98	16.71	14.35	40.98	18.4	18.82	15.39	30.44	40.36	0	0	0
K14838	69.63	64.43	76.6	40.22	42.54	61.75	46.75	46.52	45.05	67.7	63.7	61.88	0	63.02	61.97	0	0	0
K14839	43.66	46.88	40.07	0	36.49	31.79	41.63	37.87	37.66	51.29	40.1	38.3	39.12	39.81	38.01	0	0	0
K14840	42.71	43.04	0	20.45	24.53	23.88	27.06	24.94	25.52	37.45	36.28	33.75	16.4	33.97	31.02	0	0	0
K14841	17.9	18.43	18.11	11.32	13.3	12.2	13.29	11.89	12.29	13.95	12.33	12.78	11.81	12.94	12.62	0	0	0
K14842	393.52	699.1	654.67	0	0	381.59	0	0	345.49	0	0	0	68.54	0	93.59	0	0	0
K14843	37.93	48.04	94.17	22.27	28.45	25.71	27.52	25.21	24.41	36.9	32.08	60.04	20.93	28.39	32.64	0	0	0
K14844	21.46	22.44	22.28	10.43	12.96	11.66	14.46	10.56	14.3	0	13.82	12.05	9.02	12.05	12.04	0	0	0
K14845	21.73	26.82	25.07	28.39	20.79	21.04	20.15	24.74	20	25.8	23.79	27	0	25.38	0	0	0	0
K14846	0	65.87	38.02	51.33	30.49	25.96	93.85	30.77	42.78	37.28	69.38	32.76	0	29.43	35.25	0	0	0
K14847	35.88	39.43	39.91	0	27	0	25.91	0	24.02	27.48	33.89	26.91	29.19	32.55	26.85	0	0	0
K14848	29.77	31.21	30.83	19.22	21.02	21.55	23.74	17.21	20.29	28.13	24.96	19.37	21.03	20.2	26.34	0	0	0
K14849	26.45	25.62	24.2	15.54	16.32	17.73	17.47	13.98	12.97	15.13	13.95	12.49	8.76	13.63	15.04	0	0	0
K14850	0	0	0	0	110.91	0	0	0	139.59	0	0	0	0	118.6	0	0	0	0
K14851	34.41	0	29.56	0	21.06	27.67	24.44	21.12	23.65	23.06	22.37	26.5	22.01	19.04	24.78	0	0	0
K14852	166.47	67.97	69.83	104.15	42.32	69.08	0	69.62	61.86	117.09	75.39	0	41.99	52.16	132.43	0	0	0
K14855	19.57	15.69	13.3	7.85	7.82	7.85	9.48	11.78	12.66	12.98	13.34	10.64	7.99	26.67	13.18	0	0	0
K14856	27.52	19.49	22.36	12.17	10.71	12.97	16.11	10.88	13.75	16.96	13.42	14.35	14.32	13.43	14.41	0	0	0
K14857	26.19	26.6	0	14.27	15.16	15.71	18.61	14.6	15.5	19.3	18.5	15.75	12.13	17	16.17	0	0	0
K14859	0	29.21	0	15.52	16.51	16.29	17.03	0	16.81	0	0	20.98	13.63	0	20.14	0	0	0
K14861	9.34	9.64	9.43	8.54	8.47	9.64	0	6.28	0	7.08	7.35	0	7.78	8.45	7.64	0	0	0
K14863	21.03	21.47	43.39	10.39	9.96	8.87	11.76	12.58	10.91	20.1	18.42	15.9	10.73	15.97	17.5	0	0	0
K14864	72.57	0	0	240.67	0	0	0	105.58	77.53	102.48	0	137.56	0	0	0	0	0	0
K14944	50.45	53.76	53.47	38.74	40.63	47.28	40.08	41.45	42.28	83.5	89.54	97.69	48.43	82.36	82.71	0	0	0
K14945	79.2	28.52	29.53	26.61	71.07	26.12	107.56	17.59	19.27	30.84	28.93	28.71	49.96	29.59	27.34	0	0	0
K14947	0	0	19.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14948	66.12	0	36.96	0	124.48	78.66	17.49	40.31	54.19	53.02	20.26	56.93	45.61	57.55	86.79	0	0	0
K14950	47.16	48.72	60.64	46.89	51.13	49.88	50.22	42.55	39.88	49.86	48.44	51.86	45.34	41.57	50.36	0	0	0
K14961	18.45	19.56	18.73	28.37	17.16	17.83	19.38	14.37	14.94	26.11	8.37	11.33	12.02	9.63	9.82	0	0	0
K14962	9.66	14.18	9.96	13.78	14.39	13.93	13.01	9.7	7.44	6.74	7.15	9.68	7.17	4.82	4.73	0	0	0
K14963	15.87	35.14	15.09	20.02	22.02	21.63	16.81	13.09	16.65	15.59	11.11	14.19	46.52	14.02	17.14	0	0	0
K14964	25.47	47	24.49	19	21.21	40.38	19.45	16.41	28.27	17.75	16.9	16.66	14.94	16.69	28.31	0	0	0
K14966	3.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14967	0	0	19.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14972	0	66.52	0	0	0	76.32	91.41	88.14	92.69	106.26	0	0	0	0	95.24	0	0	0
K14977	23.48	0	18.06	0	38.2	21.51	21.45	53.8	46.87	7.67	11.25	18.12	0	7.2	10.73	0	0	0
K14994	0	0	35.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14997	3.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14998	5.1	5.39	4.6	4.61	3.62	6.73	6.55	4.64	3.83	4.79	4.22	3.85	5.12	5.18	3.87	0	0	0
K15001	13.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15014	17.14	28.49	19.17	30.52	38.13	213.89	6.73	22.16	17.1	33.38	4.3	32.53	124.32	32.54	5.15	0	0	0
K15015	95.69	155.34	115.94	19.53	73.69	113.7	122.39	8.16	68.45	11.86	7.69	69.84	38.38	24.92	77.79	0	0	0
K15025	29.5	18.39	16.11	0	22.58	0	0	0	17.81	15.31	12.82	12.92	0	15.65	14.9	0	0	0
K15026	29.83	29.87	29.52	36.11	32.42	32.07	35.59	41.44	29.26	34.01	31.85	29.43	24.71	29.67	35.77	0	0	0
K15027	27.14	20.38	17.86	18.93	84.76	39.41	25.53	19.86	22.71	20.9	17.93	15.56	29.54	18.62	23.36	0	0	0
K15028	101.89	95.62	93.09	101.01	118.64	117.14	106.51	75.11	76.86	68.66	68.57	59.55	71.31	71.76	71.54	0	0	0
K15029	57.85	59.53	60.22	45.89	50.07	49.06	46.96	40.66	40.17	48.33	49.6	43.63	31.11	42.15	44.51	0	0	0
K15030	69.12	66.42	68.44	44.41	52.07	48.11	52.95	49.85	51.15	64.39	59.31	50.34	38.72	57.18	54.58	0	0	0
K15032	40.62	62.79	62.04	5.16	5.85	6.24	6	15.41	5.97	5.06	7.02	5.89	5.63	6.78	4.46	0	0	0
K15033	15.46	15.29	32.3	21.17	243.18	15.16	16.97	10.23	13.61	14.44	10.45	14.08	15.37	13.39	11.41	0	0	0
K15040	184.37	184.53	62.38	48.33	218.61	206.69	192.84	165.21	60.27	260.5	71.09	47.7	198.16	19.6	52.37	0	0	0
K15047	14.33	0	43.86	30.18	0	30.09	19.68	0	25.58	29.5	0	0	12.62	16.76	13.51	0	0	0
K15053	23.83	50.02	11.72	0	0	33.6	12.36	0	0	0	0	10.8	36.42	21.05	21.34	0	0	0
K15075	8.54	0	8.85	7.21	5.09	8.21	7.54	5.65	7.76	2.35	3.48	2.46	5.12	2.75	2.25	0	0	0
K15077	28.17	26.46	25.91	48.49	28.69	25.91	26.94	21.88	23.52	20.62	25.88	23.59	55.65	19.32	23.63	0	0	0
K15078	5.83	7.11	5.94	5.49	6.09	6.59	11.4	9.48	11.83	9.47	10.23	10.12	9.58	11.38	7.34	0	0	0
K15082	7.82	8.45	7.91	9.58	11.56	9.57	13.31	9.32	10.9	12.92	12.44	11.31	10.56	12.79	12.67	0	0	0
K15083	32.87	34.07	34.84	27.31	26.51	25.55	26.72	26.1	26.07	20.27	0	0	15.57	19	22.86	0	0	0
K15084	0	9.62	0	7.33	13.68	8.02	13.76	11.38	12.65	0	16.23	12.72	19.95	14.77	27.12	0	0	0
K15086	35.37	48.36	54.27	0	53.5	55.57	37.49	18	25.07	122.87	106.8	127.46	117.5	288.57	176.89	0	0	0
K15095	140.25	150.39	143.84	84.34	0	48.56	91.7	28.94	114.64	11.89	8.16	22.27	5.88	3.43	8.24	0	0	0
K15100	9.44	9.82	10.57	8.05	0	9.76	8.4	7.64	6.94	15.27	15.62	14.68	13.47	15.04	16.41	0	0	0
K15102	259.89	228.61	236.67	196.44	244.8	227.21	194.14	166.15	150.62	5.48	252.34	3.81	146.71	227.85	218.27	0	0	0
